,statement,status
10220,everything feels pointless,Depression
10221,want to stay in bed all day,Depression
10222,feeling off lately,Suicidal
10223,tired even after sleep,Depression
10224,feeling off lately,Suicidal
10225,feeling off lately,Suicidal
10226,feeling off lately,Suicidal
10227,feeling off lately,Suicidal
10228,feeling off lately,Suicidal
10229,feeling off lately,Suicidal
10230,feeling off lately,Suicidal
10231,feeling off lately,Suicidal
10232,no motivation to get up,Depression
10233,tired even after sleep,Depression
10234,hard to smile lately,Depression
10235,hard to smile lately,Depression
10236,feeling off lately,Suicidal
10237,feeling off lately,Suicidal
10238,tired even after sleep,Depression
10239,want to stay in bed all day,Depression
10240,everything feels heavy,Depression
10241,feeling empty inside,Depression
10242,everything feels heavy,Depression
10243,no motivation to get up,Depression
10244,feeling empty inside,Depression
10245,hard to smile lately,Depression
10246,feeling low and withdrawn,Depression
10247,feeling off lately,Suicidal
10248,feeling off lately,Suicidal
10249,tired even after sleep,Depression
10250,tired even after sleep,Depression
10251,feeling off lately,Suicidal
10252,feeling off lately,Suicidal
10253,feeling off lately,Suicidal
10254,feeling off lately,Suicidal
10255,everything feels heavy,Depression
10256,feeling off lately,Suicidal
10257,feeling empty inside,Depression
10258,feeling off lately,Suicidal
10259,feeling off lately,Suicidal
10260,hard to smile lately,Depression
10261,feeling off lately,Suicidal
10262,feeling empty inside,Depression
10263,feeling off lately,Suicidal
10264,feeling off lately,Suicidal
10265,no motivation to get up,Depression
10266,everything feels heavy,Depression
10267,feeling empty inside,Depression
10268,feeling off lately,Suicidal
10269,tired even after sleep,Depression
10270,feeling off lately,Suicidal
10271,don't enjoy things anymore,Depression
10272,everything feels pointless,Depression
10273,feeling low and withdrawn,Depression
10274,feeling off lately,Suicidal
10275,feeling low and withdrawn,Depression
10276,feeling off lately,Suicidal
10277,don't enjoy things anymore,Depression
10278,feeling low and withdrawn,Depression
10279,feeling off lately,Suicidal
10280,feeling off lately,Suicidal
10281,no motivation to get up,Depression
10282,tired even after sleep,Depression
10283,everything feels pointless,Depression
10284,hard to smile lately,Depression
10285,hard to smile lately,Depression
10286,feeling off lately,Suicidal
10287,feeling low and withdrawn,Depression
10288,feeling off lately,Suicidal
10289,everything feels pointless,Depression
10290,everything feels pointless,Depression
10291,feeling off lately,Suicidal
10292,feeling off lately,Suicidal
10293,tired even after sleep,Depression
10294,feeling off lately,Suicidal
10295,feeling off lately,Suicidal
10296,feeling low and withdrawn,Depression
10297,feeling off lately,Suicidal
10298,tired even after sleep,Depression
10299,feeling off lately,Suicidal
10300,feeling off lately,Suicidal
10301,feeling empty inside,Depression
10302,feeling off lately,Suicidal
10303,no appetite to eat,Depression
10304,feeling low and withdrawn,Depression
10305,don't enjoy things anymore,Depression
10306,feeling off lately,Suicidal
10307,feeling off lately,Suicidal
10308,want to stay in bed all day,Depression
10309,feeling off lately,Suicidal
10310,tired even after sleep,Depression
10311,everything feels pointless,Depression
10312,want to stay in bed all day,Depression
10313,feeling low and withdrawn,Depression
10314,feeling empty inside,Depression
10315,feeling off lately,Suicidal
10316,feeling off lately,Suicidal
10317,hard to smile lately,Depression
10318,no appetite to eat,Depression
10319,no appetite to eat,Depression
10320,feeling off lately,Suicidal
10321,hard to smile lately,Depression
10322,everything feels pointless,Depression
10323,don't enjoy things anymore,Depression
10324,feeling off lately,Suicidal
10325,feeling off lately,Suicidal
10326,feeling off lately,Suicidal
10327,feeling off lately,Suicidal
10328,feeling empty inside,Depression
10329,feeling off lately,Suicidal
10330,no motivation to get up,Depression
10331,feeling off lately,Suicidal
10332,feeling off lately,Suicidal
10333,feeling off lately,Suicidal
10334,no appetite to eat,Depression
10335,feeling off lately,Suicidal
10336,feeling off lately,Suicidal
10337,feeling off lately,Suicidal
10338,everything feels pointless,Depression
10339,feeling low and withdrawn,Depression
10340,feeling off lately,Suicidal
10341,feeling off lately,Suicidal
10342,feeling off lately,Suicidal
10343,no motivation to get up,Depression
10344,everything feels heavy,Depression
10345,feeling off lately,Suicidal
10346,want to stay in bed all day,Depression
10347,no appetite to eat,Depression
10348,feeling off lately,Suicidal
10349,feeling off lately,Suicidal
10350,feeling off lately,Suicidal
10351,feeling off lately,Suicidal
10352,everything feels pointless,Depression
10353,feeling off lately,Suicidal
10354,no motivation to get up,Depression
10355,feeling off lately,Suicidal
10356,feeling empty inside,Depression
10357,feeling off lately,Suicidal
10358,feeling off lately,Suicidal
10359,feeling off lately,Suicidal
10360,feeling off lately,Suicidal
10361,tired even after sleep,Depression
10362,feeling empty inside,Depression
10363,don't enjoy things anymore,Depression
10364,don't enjoy things anymore,Depression
10365,feeling off lately,Suicidal
10366,feeling off lately,Suicidal
10367,no appetite to eat,Depression
10368,feeling off lately,Suicidal
10369,feeling off lately,Suicidal
10370,don't enjoy things anymore,Depression
10371,feeling empty inside,Depression
10372,feeling off lately,Suicidal
10373,feeling off lately,Suicidal
10374,feeling off lately,Suicidal
10375,tired even after sleep,Depression
10376,everything feels heavy,Depression
10377,everything feels heavy,Depression
10378,don't enjoy things anymore,Depression
10379,tired even after sleep,Depression
10380,no appetite to eat,Depression
10381,feeling off lately,Suicidal
10382,feeling low and withdrawn,Depression
10383,feeling off lately,Suicidal
10384,feeling off lately,Suicidal
10385,feeling off lately,Suicidal
10386,feeling low and withdrawn,Depression
10387,hard to smile lately,Depression
10388,feeling off lately,Suicidal
10389,feeling off lately,Suicidal
10390,feeling off lately,Suicidal
10391,don't enjoy things anymore,Depression
10392,everything feels pointless,Depression
10393,feeling off lately,Suicidal
10394,no appetite to eat,Depression
10395,everything feels heavy,Depression
10396,feeling off lately,Suicidal
10397,feeling off lately,Suicidal
10398,feeling empty inside,Depression
10399,no motivation to get up,Depression
10400,feeling off lately,Suicidal
10401,feeling off lately,Suicidal
10402,want to stay in bed all day,Depression
10403,everything feels heavy,Depression
10404,everything feels heavy,Depression
10405,feeling off lately,Suicidal
10406,feeling off lately,Suicidal
10407,no appetite to eat,Depression
10408,feeling off lately,Suicidal
10409,feeling off lately,Suicidal
10410,no motivation to get up,Depression
10411,feeling off lately,Suicidal
10412,feeling off lately,Suicidal
10413,tired even after sleep,Depression
10414,want to stay in bed all day,Depression
10415,want to stay in bed all day,Depression
10416,no appetite to eat,Depression
10417,feeling off lately,Suicidal
10418,tired even after sleep,Depression
10419,don't enjoy things anymore,Depression
10420,feeling off lately,Suicidal
10421,feeling low and withdrawn,Depression
10422,feeling off lately,Suicidal
10423,feeling off lately,Suicidal
10424,don't enjoy things anymore,Depression
10425,feeling off lately,Suicidal
10426,feeling off lately,Suicidal
10427,feeling off lately,Suicidal
10428,feeling off lately,Suicidal
10429,feeling off lately,Suicidal
10430,feeling empty inside,Depression
10431,feeling off lately,Suicidal
10432,feeling off lately,Suicidal
10433,feeling low and withdrawn,Depression
10434,feeling off lately,Suicidal
10435,feeling off lately,Suicidal
10436,hard to smile lately,Depression
10437,feeling off lately,Suicidal
10438,feeling off lately,Suicidal
10439,feeling off lately,Suicidal
10440,no motivation to get up,Depression
10441,feeling off lately,Suicidal
10442,feeling empty inside,Depression
10443,feeling off lately,Suicidal
10444,no appetite to eat,Depression
10445,want to stay in bed all day,Depression
10446,hard to smile lately,Depression
10447,feeling off lately,Suicidal
10448,feeling low and withdrawn,Depression
10449,everything feels heavy,Depression
10450,everything feels pointless,Depression
10451,feeling off lately,Suicidal
10452,want to stay in bed all day,Depression
10453,feeling off lately,Suicidal
10454,everything feels heavy,Depression
10455,feeling off lately,Suicidal
10456,hard to smile lately,Depression
10457,feeling empty inside,Depression
10458,feeling off lately,Suicidal
10459,feeling off lately,Suicidal
10460,feeling off lately,Suicidal
10461,feeling off lately,Suicidal
10462,don't enjoy things anymore,Depression
10463,no appetite to eat,Depression
10464,feeling off lately,Suicidal
10465,feeling empty inside,Depression
10466,feeling empty inside,Depression
10467,no appetite to eat,Depression
10468,no appetite to eat,Depression
10469,no motivation to get up,Depression
10470,feeling off lately,Suicidal
10471,feeling off lately,Suicidal
10472,no motivation to get up,Depression
10473,feeling off lately,Suicidal
10474,feeling off lately,Suicidal
10475,feeling off lately,Suicidal
10476,feeling off lately,Suicidal
10477,no motivation to get up,Depression
10478,feeling off lately,Suicidal
10479,feeling empty inside,Depression
10480,tired even after sleep,Depression
10481,feeling off lately,Suicidal
10482,feeling off lately,Suicidal
10483,feeling low and withdrawn,Depression
10484,feeling off lately,Suicidal
10485,feeling off lately,Suicidal
10486,tired even after sleep,Depression
10487,feeling off lately,Suicidal
10488,don't enjoy things anymore,Depression
10489,feeling low and withdrawn,Depression
10490,everything feels pointless,Depression
10491,feeling off lately,Suicidal
10492,everything feels pointless,Depression
10493,no motivation to get up,Depression
10494,feeling off lately,Suicidal
10495,hard to smile lately,Depression
10496,everything feels pointless,Depression
10497,everything feels heavy,Depression
10498,feeling off lately,Suicidal
10499,don't enjoy things anymore,Depression
10500,feeling off lately,Suicidal
10501,feeling empty inside,Depression
10502,tired even after sleep,Depression
10503,everything feels heavy,Depression
10504,everything feels heavy,Depression
10505,feeling off lately,Suicidal
10506,hard to smile lately,Depression
10507,everything feels heavy,Depression
10508,feeling empty inside,Depression
10509,feeling off lately,Suicidal
10510,feeling off lately,Suicidal
10511,hard to smile lately,Depression
10512,feeling off lately,Suicidal
10513,feeling off lately,Suicidal
10514,feeling off lately,Suicidal
10515,tired even after sleep,Depression
10516,feeling off lately,Suicidal
10517,everything feels heavy,Depression
10518,feeling off lately,Suicidal
10519,feeling off lately,Suicidal
10520,everything feels heavy,Depression
10521,feeling off lately,Suicidal
10522,feeling off lately,Suicidal
10523,feeling off lately,Suicidal
10524,no motivation to get up,Depression
10525,feeling off lately,Suicidal
10526,want to stay in bed all day,Depression
